instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Recency,Frequency,Monetary,Cluster
634,2012-09-25,Winter,2012,9,0,2,1,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538,97,634,7538,0
635,2012-09-26,Winter,2012,9,0,3,1,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733,96,635,7733,0
636,2012-09-27,Winter,2012,9,0,4,1,Cloudy,0.65,0.607975,0.690833,0.134342,751,6642,7393,95,636,7393,0
637,2012-09-28,Winter,2012,9,0,5,1,Cloudy,0.619167,0.585863,0.69,0.164179,1045,6370,7415,94,637,7415,0
638,2012-09-29,Winter,2012,9,0,6,0,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,93,638,8555,0
639,2012-09-30,Winter,2012,9,0,0,0,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,92,639,6889,0
640,2012-10-01,Winter,2012,10,0,1,1,Cloudy,0.520833,0.512,0.649167,0.0908042,763,6015,6778,91,640,6778,0
641,2012-10-02,Winter,2012,10,0,2,1,Rain,0.590833,0.542333,0.871667,0.104475,315,4324,4639,90,641,4639,2
642,2012-10-03,Winter,2012,10,0,3,1,Cloudy,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,89,642,7572,0
643,2012-10-04,Winter,2012,10,0,4,1,Cloudy,0.6575,0.607975,0.722917,0.117546,891,6437,7328,88,643,7328,0
644,2012-10-05,Winter,2012,10,0,5,1,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156,87,644,8156,0
645,2012-10-06,Winter,2012,10,0,6,0,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,86,645,7965,0
646,2012-10-07,Winter,2012,10,0,0,0,Cloudy,0.415833,0.419813,0.708333,0.141162,781,2729,3510,85,646,3510,2
647,2012-10-08,Winter,2012,10,1,1,0,Cloudy,0.383333,0.387608,0.709583,0.189679,874,4604,5478,84,647,5478,2
648,2012-10-09,Winter,2012,10,0,2,1,Cloudy,0.446667,0.438112,0.761667,0.1903,601,5791,6392,83,648,6392,0
649,2012-10-10,Winter,2012,10,0,3,1,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691,82,649,7691,0
650,2012-10-11,Winter,2012,10,0,4,1,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570,81,650,7570,0
651,2012-10-12,Winter,2012,10,0,5,1,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,80,651,7282,0
652,2012-10-13,Winter,2012,10,0,6,0,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,79,652,7109,0
653,2012-10-14,Winter,2012,10,0,0,0,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,78,653,6639,0
654,2012-10-15,Winter,2012,10,0,1,1,Cloudy,0.561667,0.53915,0.7075,0.296037,760,5115,5875,77,654,5875,0
655,2012-10-16,Winter,2012,10,0,2,1,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534,76,655,7534,0
656,2012-10-17,Winter,2012,10,0,3,1,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461,75,656,7461,0
657,2012-10-18,Winter,2012,10,0,4,1,Cloudy,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,74,657,7509,0
658,2012-10-19,Winter,2012,10,0,5,1,Cloudy,0.563333,0.537896,0.815,0.134954,753,4671,5424,73,658,5424,2
659,2012-10-20,Winter,2012,10,0,6,0,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,72,659,8090,0
660,2012-10-21,Winter,2012,10,0,0,0,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824,71,660,6824,0
661,2012-10-22,Winter,2012,10,0,1,1,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,70,661,7058,0
662,2012-10-23,Winter,2012,10,0,2,1,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,69,662,7466,0
663,2012-10-24,Winter,2012,10,0,3,1,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,68,663,7693,0
664,2012-10-25,Winter,2012,10,0,4,1,Cloudy,0.55,0.529688,0.800417,0.124375,875,6484,7359,67,664,7359,0
665,2012-10-26,Winter,2012,10,0,5,1,Cloudy,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,66,665,7444,0
666,2012-10-27,Winter,2012,10,0,6,0,Cloudy,0.53,0.515133,0.72,0.235692,2643,5209,7852,65,666,7852,0
667,2012-10-28,Winter,2012,10,0,0,0,Cloudy,0.4775,0.467771,0.694583,0.398008,998,3461,4459,64,667,4459,2
668,2012-10-29,Winter,2012,10,0,1,1,Rain,0.44,0.4394,0.88,0.3582,2,20,22,63,668,22,1
669,2012-10-30,Winter,2012,10,0,2,1,Cloudy,0.318182,0.309909,0.825455,0.213009,87,1009,1096,62,669,1096,1
670,2012-10-31,Winter,2012,10,0,3,1,Cloudy,0.3575,0.3611,0.666667,0.166667,419,5147,5566,61,670,5566,2
671,2012-11-01,Winter,2012,11,0,4,1,Cloudy,0.365833,0.369942,0.581667,0.157346,466,5520,5986,60,671,5986,0
672,2012-11-02,Winter,2012,11,0,5,1,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847,59,672,5847,0
673,2012-11-03,Winter,2012,11,0,6,0,Cloudy,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,58,673,5138,2
674,2012-11-04,Winter,2012,11,0,0,0,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,57,674,5107,2
675,2012-11-05,Winter,2012,11,0,1,1,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259,56,675,5259,2
676,2012-11-06,Winter,2012,11,0,2,1,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686,55,676,5686,0
677,2012-11-07,Winter,2012,11,0,3,1,Cloudy,0.295833,0.274621,0.5475,0.304108,326,4709,5035,54,677,5035,2
678,2012-11-08,Winter,2012,11,0,4,1,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315,53,678,5315,2
679,2012-11-09,Winter,2012,11,0,5,1,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992,52,679,5992,0
680,2012-11-10,Winter,2012,11,0,6,0,Clear,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,51,680,6536,0
681,2012-11-11,Winter,2012,11,0,0,0,Clear,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,50,681,6852,0
682,2012-11-12,Winter,2012,11,1,1,0,Clear,0.485,0.475383,0.741667,0.173517,1097,5172,6269,49,682,6269,0
683,2012-11-13,Winter,2012,11,0,2,1,Cloudy,0.343333,0.323225,0.662917,0.342046,327,3767,4094,48,683,4094,2
684,2012-11-14,Winter,2012,11,0,3,1,Clear,0.289167,0.281563,0.552083,0.199625,373,5122,5495,47,684,5495,2
685,2012-11-15,Winter,2012,11,0,4,1,Cloudy,0.321667,0.324492,0.620417,0.152987,320,5125,5445,46,685,5445,2
686,2012-11-16,Winter,2012,11,0,5,1,Clear,0.345,0.347204,0.524583,0.171025,484,5214,5698,45,686,5698,0
687,2012-11-17,Winter,2012,11,0,6,0,Clear,0.325,0.326383,0.545417,0.179729,1313,4316,5629,44,687,5629,2
688,2012-11-18,Winter,2012,11,0,0,0,Clear,0.3425,0.337746,0.692917,0.227612,922,3747,4669,43,688,4669,2
689,2012-11-19,Winter,2012,11,0,1,1,Cloudy,0.380833,0.375621,0.623333,0.235067,449,5050,5499,42,689,5499,2
690,2012-11-20,Winter,2012,11,0,2,1,Cloudy,0.374167,0.380667,0.685,0.082725,534,5100,5634,41,690,5634,2
691,2012-11-21,Winter,2012,11,0,3,1,Clear,0.353333,0.364892,0.61375,0.103246,615,4531,5146,40,691,5146,2
692,2012-11-22,Winter,2012,11,1,4,0,Clear,0.34,0.350371,0.580417,0.0528708,955,1470,2425,39,692,2425,1
693,2012-11-23,Winter,2012,11,0,5,1,Clear,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,38,693,3910,2
694,2012-11-24,Winter,2012,11,0,6,0,Clear,0.278333,0.248742,0.404583,0.376871,532,1745,2277,37,694,2277,1
695,2012-11-25,Winter,2012,11,0,0,0,Clear,0.245833,0.257583,0.468333,0.1505,309,2115,2424,36,695,2424,1
696,2012-11-26,Winter,2012,11,0,1,1,Clear,0.313333,0.339004,0.535417,0.04665,337,4750,5087,35,696,5087,2
697,2012-11-27,Winter,2012,11,0,2,1,Cloudy,0.291667,0.281558,0.786667,0.237562,123,3836,3959,34,697,3959,2
698,2012-11-28,Winter,2012,11,0,3,1,Clear,0.296667,0.289762,0.50625,0.210821,198,5062,5260,33,698,5260,2
699,2012-11-29,Winter,2012,11,0,4,1,Clear,0.28087,0.298422,0.555652,0.115522,243,5080,5323,32,699,5323,2
700,2012-11-30,Winter,2012,11,0,5,1,Clear,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,31,700,5668,0
701,2012-12-01,Winter,2012,12,0,6,0,Cloudy,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,30,701,5191,2
702,2012-12-02,Winter,2012,12,0,0,0,Cloudy,0.3475,0.359208,0.823333,0.124379,892,3757,4649,29,702,4649,2
703,2012-12-03,Winter,2012,12,0,1,1,Clear,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,28,703,6234,0
704,2012-12-04,Winter,2012,12,0,2,1,Clear,0.475833,0.469054,0.73375,0.174129,551,6055,6606,27,704,6606,0
705,2012-12-05,Winter,2012,12,0,3,1,Clear,0.438333,0.428012,0.485,0.324021,331,5398,5729,26,705,5729,0
706,2012-12-06,Winter,2012,12,0,4,1,Clear,0.255833,0.258204,0.50875,0.174754,340,5035,5375,25,706,5375,2
707,2012-12-07,Winter,2012,12,0,5,1,Cloudy,0.320833,0.321958,0.764167,0.1306,349,4659,5008,24,707,5008,2
708,2012-12-08,Winter,2012,12,0,6,0,Cloudy,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,23,708,5582,2
709,2012-12-09,Winter,2012,12,0,0,0,Cloudy,0.384167,0.390146,0.905417,0.157975,441,2787,3228,22,709,3228,2
710,2012-12-10,Winter,2012,12,0,1,1,Cloudy,0.435833,0.435575,0.925,0.190308,329,4841,5170,21,710,5170,2
711,2012-12-11,Winter,2012,12,0,2,1,Cloudy,0.353333,0.338363,0.596667,0.296037,282,5219,5501,20,711,5501,2
712,2012-12-12,Winter,2012,12,0,3,1,Cloudy,0.2975,0.297338,0.538333,0.162937,310,5009,5319,19,712,5319,2
713,2012-12-13,Winter,2012,12,0,4,1,Clear,0.295833,0.294188,0.485833,0.174129,425,5107,5532,18,713,5532,2
714,2012-12-14,Winter,2012,12,0,5,1,Clear,0.281667,0.294192,0.642917,0.131229,429,5182,5611,17,714,5611,2
715,2012-12-15,Winter,2012,12,0,6,0,Clear,0.324167,0.338383,0.650417,0.10635,767,4280,5047,16,715,5047,2
716,2012-12-16,Winter,2012,12,0,0,0,Cloudy,0.3625,0.369938,0.83875,0.100742,538,3248,3786,15,716,3786,2
717,2012-12-17,Winter,2012,12,0,1,1,Cloudy,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,14,717,4585,2
718,2012-12-18,Winter,2012,12,0,2,1,Clear,0.410833,0.409708,0.66625,0.221404,433,5124,5557,13,718,5557,2
719,2012-12-19,Winter,2012,12,0,3,1,Clear,0.3325,0.342162,0.625417,0.184092,333,4934,5267,12,719,5267,2
720,2012-12-20,Winter,2012,12,0,4,1,Cloudy,0.33,0.335217,0.667917,0.132463,314,3814,4128,11,720,4128,2
721,2012-12-21,Spring,2012,12,0,5,1,Cloudy,0.326667,0.301767,0.556667,0.374383,221,3402,3623,10,721,3623,2
722,2012-12-22,Spring,2012,12,0,6,0,Clear,0.265833,0.236113,0.44125,0.407346,205,1544,1749,9,722,1749,1
723,2012-12-23,Spring,2012,12,0,0,0,Clear,0.245833,0.259471,0.515417,0.133083,408,1379,1787,8,723,1787,1
724,2012-12-24,Spring,2012,12,0,1,1,Cloudy,0.231304,0.2589,0.791304,0.0772304,174,746,920,7,724,920,1
725,2012-12-25,Spring,2012,12,1,2,0,Cloudy,0.291304,0.294465,0.734783,0.168726,440,573,1013,6,725,1013,1
726,2012-12-26,Spring,2012,12,0,3,1,Rain,0.243333,0.220333,0.823333,0.316546,9,432,441,5,726,441,1
727,2012-12-27,Spring,2012,12,0,4,1,Cloudy,0.254167,0.226642,0.652917,0.350133,247,1867,2114,4,727,2114,1
728,2012-12-28,Spring,2012,12,0,5,1,Cloudy,0.253333,0.255046,0.59,0.155471,644,2451,3095,3,728,3095,1
729,2012-12-29,Spring,2012,12,0,6,0,Cloudy,0.253333,0.2424,0.752917,0.124383,159,1182,1341,2,729,1341,1
730,2012-12-30,Spring,2012,12,0,0,0,Clear,0.255833,0.2317,0.483333,0.350754,364,1432,1796,1,730,1796,1
731,2012-12-31,Spring,2012,12,0,1,1,Cloudy,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0,731,2729,1
